bronze_row_id,order_number,order_date,expected_receiving_date,shipping_date,order_status,customer_id,customer_company,customer_contact,employee_id,employee_name,office_id,office_city,product_number,product_name,product_category,source_product_category_code,unit_price,quantity,source_file,ingested_at_utc
1641,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,278,Rovelli Gifts,Giovanni  Rovelli,1611,Andy Fixter,4,Paris,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,31,114.44,4,orderdetails.csv,2026-09-22T00:00:00Z
1642,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,278,Rovelli Gifts,Giovanni  Rovelli,1611,Andy Fixter,4,Paris,S24_1628,1966 Shelby Cobra 427 S/C,Classic Cars,35,48.8,1,orderdetails.csv,2026-09-22T00:00:00Z
1643,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,278,Rovelli Gifts,Giovanni  Rovelli,1611,Andy Fixter,4,Paris,S24_2972,1982 Lamborghini Diablo,Classic Cars,31,37.38,8,orderdetails.csv,2026-09-22T00:00:00Z
1644,10278,2004-08-06,2004-08-16,2004-08-09,Shipped,278,Rovelli Gifts,Giovanni  Rovelli,1611,Andy Fixter,4,Paris,S24_3856,1956 Porsche 356A Coupe,Classic Cars,25,136.22,9,orderdetails.csv,2026-09-22T00:00:00Z
1645,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,282,Souveniers And Things Co.,Adrian Huxley,1612,Peter Marsh,5,Tokyo,S18_4933,1957 Ford Thunderbird,Classic Cars,26,68.42,1,orderdetails.csv,2026-09-22T00:00:00Z
1646,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,282,Souveniers And Things Co.,Adrian Huxley,1612,Peter Marsh,5,Tokyo,S24_1046,1970 Chevy Chevelle SS 454,Classic Cars,32,68.35,5,orderdetails.csv,2026-09-22T00:00:00Z
1647,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,282,Souveniers And Things Co.,Adrian Huxley,1612,Peter Marsh,5,Tokyo,S24_2766,1949 Jaguar XK 120,Classic Cars,49,76.33,3,orderdetails.csv,2026-09-22T00:00:00Z
1648,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,282,Souveniers And Things Co.,Adrian Huxley,1612,Peter Marsh,5,Tokyo,S24_2887,1952 Citroen-15CV,Classic Cars,48,106.87,2,orderdetails.csv,2026-09-22T00:00:00Z
1649,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,282,Souveniers And Things Co.,Adrian Huxley,1612,Peter Marsh,5,Tokyo,S24_3191,1969 Chevrolet Camaro Z28,Classic Cars,33,78.76,4,orderdetails.csv,2026-09-22T00:00:00Z
1650,10279,2004-08-09,2004-08-19,2004-08-15,Shipped,282,Souveniers And Things Co.,Adrian Huxley,1612,Peter Marsh,5,Tokyo,S24_3432,2002 Chevy Corvette,Classic Cars,48,95.3,6,orderdetails.csv,2026-09-22T00:00:00Z
1651,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S10_1949,1952 Alpine Renault 1300,Classic Cars,34,205.73,2,orderdetails.csv,2026-09-22T00:00:00Z
1652,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,24,98,1,orderdetails.csv,2026-09-22T00:00:00Z
1653,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_1342,1937 Lincoln Berline,Vintage Cars,50,87.33,9,orderdetails.csv,2026-09-22T00:00:00Z
1654,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,27,47.44,8,orderdetails.csv,2026-09-22T00:00:00Z
1655,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_1749,1917 Grand Touring Sedan,Vintage Cars,26,161.5,16,orderdetails.csv,2026-09-22T00:00:00Z
1656,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_2248,1911 Ford Town Car,Vintage Cars,25,53.28,15,orderdetails.csv,2026-09-22T00:00:00Z
1657,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,37,109.33,13,orderdetails.csv,2026-09-22T00:00:00Z
1658,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,22,158.63,10,orderdetails.csv,2026-09-22T00:00:00Z
1659,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_2949,1913 Ford Model T Speedster,Vintage Cars,46,82.06,3,orderdetails.csv,2026-09-22T00:00:00Z
1660,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_2957,1934 Ford V8 Coupe,Vintage Cars,43,54.34,5,orderdetails.csv,2026-09-22T00:00:00Z
1661,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,29,102.63,4,orderdetails.csv,2026-09-22T00:00:00Z
1662,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_3320,1917 Maxwell Touring Car,Vintage Cars,34,99.21,7,orderdetails.csv,2026-09-22T00:00:00Z
1663,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,35,77.31,17,orderdetails.csv,2026-09-22T00:00:00Z
1664,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,20,29.87,12,orderdetails.csv,2026-09-22T00:00:00Z
1665,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,45,36.29,11,orderdetails.csv,2026-09-22T00:00:00Z
1666,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,33,35.29,14,orderdetails.csv,2026-09-22T00:00:00Z
1667,10280,2004-08-17,2004-08-27,2004-08-19,Shipped,286,Marta's Replicas Co.,Marta Hernandez,1619,Tom King,6,Sydney,S24_4258,1936 Chrysler Airflow,Vintage Cars,21,79.86,6,orderdetails.csv,2026-09-22T00:00:00Z
1668,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S10_4962,1962 LanciaA Delta 16V,Classic Cars,44,132.97,9,orderdetails.csv,2026-09-22T00:00:00Z
1669,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S12_1666,1958 Setra Bus,Trucks and Buses,25,127.1,13,orderdetails.csv,2026-09-22T00:00:00Z
1670,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S12_4473,1957 Chevy Pickup,Trucks and Buses,41,98.36,1,orderdetails.csv,2026-09-22T00:00:00Z
1671,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,48,114.14,4,orderdetails.csv,2026-09-22T00:00:00Z
1672,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S18_2432,1926 Ford Fire Engine,Trucks and Buses,29,56.52,7,orderdetails.csv,2026-09-22T00:00:00Z
1673,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,25,135.47,5,orderdetails.csv,2026-09-22T00:00:00Z
1674,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S18_4600,1940s Ford truck,Trucks and Buses,25,96.86,10,orderdetails.csv,2026-09-22T00:00:00Z
1675,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S18_4668,1939 Cadillac Limousine,Vintage Cars,44,42.76,14,orderdetails.csv,2026-09-22T00:00:00Z
1676,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,25,112.46,6,orderdetails.csv,2026-09-22T00:00:00Z
1677,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,20,33.95,2,orderdetails.csv,2026-09-22T00:00:00Z
1678,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S32_1268,1980�s GM Manhattan Express,Trucks and Buses,29,80.9,8,orderdetails.csv,2026-09-22T00:00:00Z
1679,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,31,44.91,3,orderdetails.csv,2026-09-22T00:00:00Z
1680,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,36,59.47,12,orderdetails.csv,2026-09-22T00:00:00Z
1681,10281,2004-08-19,2004-08-28,2004-08-23,Shipped,293,BG&E Collectables,Ed Harrison,1621,Mami Nishi,7,London,S700_2824,1982 Camaro Z28,Classic Cars,27,89.01,11,orderdetails.csv,2026-09-22T00:00:00Z
1682,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S12_1108,2001 Ferrari Enzo,Classic Cars,41,176.63,5,orderdetails.csv,2026-09-22T00:00:00Z
1683,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S12_3148,1969 Corvair Monza,Classic Cars,27,142.02,6,orderdetails.csv,2026-09-22T00:00:00Z
1684,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S12_3891,1969 Ford Falcon,Classic Cars,24,169.56,4,orderdetails.csv,2026-09-22T00:00:00Z
1685,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,23,147.36,13,orderdetails.csv,2026-09-22T00:00:00Z
1686,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S18_3140,1903 Ford Model A,Vintage Cars,43,122.93,1,orderdetails.csv,2026-09-22T00:00:00Z
1687,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S18_3259,Collectable Wooden Train,Trains,36,88.74,3,orderdetails.csv,2026-09-22T00:00:00Z
1688,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S18_4027,1970 Triumph Spitfire,Classic Cars,31,132.13,8,orderdetails.csv,2026-09-22T00:00:00Z
1689,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S24_1444,1970 Dodge Coronet,Classic Cars,29,49.71,11,orderdetails.csv,2026-09-22T00:00:00Z
1690,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,39,96.99,10,orderdetails.csv,2026-09-22T00:00:00Z
1691,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,36,51.58,9,orderdetails.csv,2026-09-22T00:00:00Z
1692,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,38,114.59,12,orderdetails.csv,2026-09-22T00:00:00Z
1693,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S50_1514,1962 City of Detroit Streetcar,Trains,37,56.24,7,orderdetails.csv,2026-09-22T00:00:00Z
1694,10282,2004-08-20,2004-08-26,2004-08-22,Shipped,298,Vida Sport,Mihael Holz,1625,Yoshimi Kato,1,San Francisco,S700_1938,The Mayflower,Ships,43,77.95,2,orderdetails.csv,2026-09-22T00:00:00Z
1695,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S10_4757,1972 Alfa Romeo GTA,Classic Cars,25,130.56,6,orderdetails.csv,2026-09-22T00:00:00Z
1696,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S18_3029,1999 Yamaha Speed Boat,Ships,21,78.28,4,orderdetails.csv,2026-09-22T00:00:00Z
1697,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,46,100.58,3,orderdetails.csv,2026-09-22T00:00:00Z
1698,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S18_4522,1904 Buick Runabout,Vintage Cars,34,71.97,14,orderdetails.csv,2026-09-22T00:00:00Z
1699,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S24_2011,18th century schooner,Ships,42,99.54,13,orderdetails.csv,2026-09-22T00:00:00Z
1700,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,34,80.54,8,orderdetails.csv,2026-09-22T00:00:00Z
1701,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,33,77.15,5,orderdetails.csv,2026-09-22T00:00:00Z
1702,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S700_1138,The Schooner Bluenose,Ships,45,62,9,orderdetails.csv,2026-09-22T00:00:00Z
1703,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S700_2047,HMS Bounty,Ships,20,74.23,2,orderdetails.csv,2026-09-22T00:00:00Z
1704,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S700_2610,The USS Constitution Ship,Ships,47,68.67,7,orderdetails.csv,2026-09-22T00:00:00Z
1705,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S700_3505,The Titanic,Ships,22,88.15,10,orderdetails.csv,2026-09-22T00:00:00Z
1706,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S700_3962,The Queen Mary,Ships,38,85.41,11,orderdetails.csv,2026-09-22T00:00:00Z
1707,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S72_1253,Boeing X-32A JSF,Planes,43,41.22,1,orderdetails.csv,2026-09-22T00:00:00Z
1708,10283,2004-08-20,2004-08-30,2004-08-23,Shipped,299,Norway Gifts By Mail Co.,Jan Klaeboe,1702,Martin Gerard,2,Boston,S72_3212,Pont Yacht,Ships,33,49.14,12,orderdetails.csv,2026-09-22T00:00:00Z
1709,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S18_1662,1980s Black Hawk Helicopter,Planes,45,137.19,11,orderdetails.csv,2026-09-22T00:00:00Z
1710,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S18_2581,P-51-D Mustang,Planes,31,68.43,1,orderdetails.csv,2026-09-22T00:00:00Z
1711,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S24_1785,1928 British Royal Navy Airplane,Planes,22,101.76,3,orderdetails.csv,2026-09-22T00:00:00Z
1712,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S24_2841,1900s Vintage Bi-Plane,Planes,30,65.08,12,orderdetails.csv,2026-09-22T00:00:00Z
1713,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S24_3420,1937 Horch 930V Limousine,Vintage Cars,39,59.83,13,orderdetails.csv,2026-09-22T00:00:00Z
1714,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S24_3949,Corsair F4U ( Bird Cage),Planes,21,65.51,10,orderdetails.csv,2026-09-22T00:00:00Z
1715,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S24_4278,1900s Vintage Tri-Plane,Planes,21,66.65,2,orderdetails.csv,2026-09-22T00:00:00Z
1716,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,50,60.54,4,orderdetails.csv,2026-09-22T00:00:00Z
1717,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,33,35.78,5,orderdetails.csv,2026-09-22T00:00:00Z
1718,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S700_1691,American Airlines: B767-300,Planes,24,87.69,6,orderdetails.csv,2026-09-22T00:00:00Z
1719,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S700_2466,America West Airlines B757-200,Planes,45,95.73,8,orderdetails.csv,2026-09-22T00:00:00Z
1720,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S700_3167,F/A 18 Hornet 1/72,Planes,25,68,7,orderdetails.csv,2026-09-22T00:00:00Z
1721,10284,2004-08-21,2004-08-29,2004-08-26,Shipped,303,Schuyler Imports,Bradley Schuyler,1002,Diane Murphy,1,San Francisco,S700_4002,American Airlines: MD-11S,Planes,32,73.29,9,orderdetails.csv,2026-09-22T00:00:00Z
1722,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,36,95.7,6,orderdetails.csv,2026-09-22T00:00:00Z
1723,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,47,110.61,9,orderdetails.csv,2026-09-22T00:00:00Z
1724,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,27,166.55,8,orderdetails.csv,2026-09-22T00:00:00Z
1725,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S12_2823,2002 Suzuki XREO,Motorcycles,49,131.04,5,orderdetails.csv,2026-09-22T00:00:00Z
1726,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,20,50.88,10,orderdetails.csv,2026-09-22T00:00:00Z
1727,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S24_1578,1997 BMW R 1100 S,Motorcycles,34,91.29,7,orderdetails.csv,2026-09-22T00:00:00Z
1728,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,39,61.7,11,orderdetails.csv,2026-09-22T00:00:00Z
1729,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S24_2360,1982 Ducati 900 Monster,Motorcycles,38,64.41,3,orderdetails.csv,2026-09-22T00:00:00Z
1730,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S32_1374,1997 BMW F650 ST,Motorcycles,37,82.91,12,orderdetails.csv,2026-09-22T00:00:00Z
1731,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S32_2206,1982 Ducati 996 R,Motorcycles,37,36.61,1,orderdetails.csv,2026-09-22T00:00:00Z
1732,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,26,100.01,4,orderdetails.csv,2026-09-22T00:00:00Z
1733,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S50_4713,2002 Yamaha YZR M1,Motorcycles,39,76.48,2,orderdetails.csv,2026-09-22T00:00:00Z
1734,10285,2004-08-27,2004-09-04,2004-08-31,Shipped,307,Der Hund Imports,Mel Andersen,1056,Mary Patterson,2,Boston,S700_2834,ATA: B757-300,Planes,45,102.04,13,orderdetails.csv,2026-09-22T00:00:00Z
1735,10286,2004-08-28,2004-09-06,2004-09-01,Shipped,311,Oulu Toy Supplies,Pirkko Koskitalo,1076,Jeff Firrelli,3,NYC,S18_3782,1957 Vespa GS150,Motorcycles,38,51.6,1,orderdetails.csv,2026-09-22T00:00:00Z
1736,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S12_1099,1968 Ford Mustang,Classic Cars,21,190.68,12,orderdetails.csv,2026-09-22T00:00:00Z
1737,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S12_3380,1968 Dodge Charger,Classic Cars,45,117.44,10,orderdetails.csv,2026-09-22T00:00:00Z
1738,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,41,74.21,13,orderdetails.csv,2026-09-22T00:00:00Z
1739,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S12_4675,1969 Dodge Charger,Classic Cars,23,107.1,9,orderdetails.csv,2026-09-22T00:00:00Z
1740,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S18_1129,1993 Mazda RX-7,Classic Cars,41,113.23,4,orderdetails.csv,2026-09-22T00:00:00Z
1741,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,44,61.6,8,orderdetails.csv,2026-09-22T00:00:00Z
1742,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S18_1984,1995 Honda Civic,Classic Cars,24,123.76,3,orderdetails.csv,2026-09-22T00:00:00Z
1743,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S18_2870,1999 Indy 500 Monte Carlo SS,Classic Cars,44,114.84,1,orderdetails.csv,2026-09-22T00:00:00Z
1744,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,36,137.17,5,orderdetails.csv,2026-09-22T00:00:00Z
1745,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S18_3278,1969 Dodge Super Bee,Classic Cars,43,68.35,15,orderdetails.csv,2026-09-22T00:00:00Z
1746,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S18_3482,1976 Ford Gran Torino,Classic Cars,40,127.88,14,orderdetails.csv,2026-09-22T00:00:00Z
1747,10287,2004-08-30,2004-09-06,2004-09-01,Shipped,314,Petit Auto,Catherine  Dewey,1088,William Patterson,4,Paris,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,27,139.87,2,orderdetails.csv,2026-09-22T00:00:00Z
